id,stream,source,instrument,direction,confidence,reasoning,was_traded,rejection_reason,is_comparison,created_at
102,strategy,breakout,EUR_USD,neutral,0.0,"breakout: {'asian_high': np.float64(1.1547), 'asian_low': np.float64(1.14512), 'asian_range': np.float64(0.00957), 'buffer': 0.001}",0,,0,2026-03-19 15:49:27
99,strategy,carry,USD_CHF,long,0.65,"carry: {'base_rate': 5.25, 'quote_rate': 1.75, 'differential': 3.5, 'vol_penalty': np.float64(0.05)}",0,Max open positions (5) reached,0,2026-03-19 15:49:26
100,strategy,carry,AUD_USD,short,0.091,"carry: {'base_rate': 4.35, 'quote_rate': 5.25, 'differential': -0.9, 'vol_penalty': np.float64(0.089)}",0,Below confidence threshold (0.091 < 0.6),0,2026-03-19 15:49:26
98,strategy,carry,USD_JPY,long,0.939,"carry: {'base_rate': 5.25, 'quote_rate': 0.1, 'differential': 5.15, 'vol_penalty': np.float64(0.061)}",0,Max open positions (5) reached,0,2026-03-19 15:49:25
96,strategy,carry,EUR_USD,short,0.094,"carry: {'base_rate': 4.5, 'quote_rate': 5.25, 'differential': -0.75, 'vol_penalty': np.float64(0.056)}",0,Below confidence threshold (0.094 < 0.6),0,2026-03-19 15:49:24
97,strategy,carry,GBP_USD,neutral,0.0,"carry: {'base_rate': 5.25, 'quote_rate': 5.25, 'differential': 0.0, 'vol_penalty': np.float64(0.064)}",0,,0,2026-03-19 15:49:24
95,strategy,momentum,XAU_USD,short,0.836,"momentum: {'lookback_return': np.float64(-0.09536), 'short_return': np.float64(-0.06585), 'combined_signal': np.float64(-0.08356)}",1,,0,2026-03-19 15:49:23
93,strategy,momentum,USD_CHF,long,0.092,"momentum: {'lookback_return': np.float64(0.01527), 'short_return': np.float64(0.00011), 'combined_signal': np.float64(0.00921)}",0,Below confidence threshold (0.092 < 0.6),0,2026-03-19 15:49:22
94,strategy,momentum,AUD_USD,long,0.019,"momentum: {'lookback_return': np.float64(0.00529), 'short_return': np.float64(-0.00311), 'combined_signal': np.float64(0.00193)}",0,Below confidence threshold (0.019 < 0.6),0,2026-03-19 15:49:22
91,strategy,momentum,GBP_USD,long,0.031,"momentum: {'lookback_return': np.float64(0.00224), 'short_return': np.float64(0.00446), 'combined_signal': np.float64(0.00313)}",0,Below confidence threshold (0.031 < 0.6),0,2026-03-19 15:49:21
92,strategy,momentum,USD_JPY,short,0.034,"momentum: {'lookback_return': np.float64(-0.00062), 'short_return': np.float64(-0.00748), 'combined_signal': np.float64(-0.00336)}",0,Below confidence threshold (0.034 < 0.6),0,2026-03-19 15:49:21
90,strategy,momentum,EUR_USD,neutral,0.0,"momentum: {'lookback_return': np.float64(-0.0027), 'short_return': np.float64(0.00229), 'combined_signal': np.float64(-0.0007)}",0,,0,2026-03-19 15:49:20
89,news,mistral/mistral-small,EUR_USD,short,0.75,"Hotter-than-expected U.S. inflation delays Fed rate cuts, strengthening the USD and pressuring EUR/USD despite its recent bullish trend.",0,,1,2026-03-19 15:49:18
88,news,groq/llama-3.3-70b,EUR_USD,short,0.7,"The expectation of a delayed Fed rate cut, as reported by CNBC Business, may lead to a stronger USD, negatively impacting EUR_USD, and the current bullish trend may be reversed in the short term due to this new information",0,Max open positions (5) reached,0,2026-03-19 15:49:17
87,news,mistral/mistral-small,BCO_USD,long,0.75,The bullish trend and rising oil prices due to geopolitical tensions (Iran war) typically support BCO_USD as a commodity-linked asset. Fed's rate hold and inflation concerns further reinforce this dynamic.,0,,1,2026-03-19 15:49:15
86,news,groq/llama-3.3-70b,BCO_USD,short,0.7,"The recent news headlines suggest a potential global energy crisis due to the Iran war, which could lead to increased volatility and downward pressure on BCO_USD, and the Fed's decision to hold rates steady despite inflation fears may not be enough to mitigate the negative impact",1,,0,2026-03-19 15:49:14
85,news,mistral/mistral-small,XAU_USD,short,0.85,"Geopolitical tensions from the Iran war are driving inflation fears and risk-off sentiment, while the Fed's rate hold suggests limited bullish support for gold despite energy crisis concerns.",0,,1,2026-03-19 15:49:12
84,news,groq/llama-3.3-70b,XAU_USD,long,0.7,"The Iran war is likely to trigger inflation fears and a global energy crisis, which could lead to a flight to safe-haven assets like gold, thus increasing the price of XAU_USD. The recent bearish trend may be reversed as risk sentiment shifts and central banks consider raising interest rates to combat inflation.",1,,0,2026-03-19 15:49:11
83,hybrid:All-equal-majority,hybrid:All-equal-majority,BCO_USD,short,0.7404999999999999,Majority (2/2): short,1,,0,2026-03-19 15:34:55
82,hybrid:All-equal-majority,hybrid:All-equal-majority,XAU_USD,short,0.8825000000000001,Majority (2/3): short,1,,0,2026-03-19 15:34:50
81,hybrid:All-equal-majority,hybrid:All-equal-majority,USD_JPY,short,0.094,Majority (2/3): short,0,Below threshold (0.094 < 0.6),0,2026-03-19 15:34:47
80,hybrid:All-equal-majority,hybrid:All-equal-majority,GBP_USD,short,0.316,Majority (2/3): short,0,Below threshold (0.316 < 0.6),0,2026-03-19 15:34:44
79,hybrid:All-equal-majority,hybrid:All-equal-majority,EUR_USD,short,0.39799999999999996,Majority (2/2): short,0,Below threshold (0.39799999999999996 < 0.6),0,2026-03-19 15:34:41
78,hybrid:Geopolitical Edge,hybrid:Geopolitical Edge,XAU_USD,short,0.467,Weighted score: -0.467,0,Below threshold (0.467 < 0.6),0,2026-03-19 15:34:37
77,hybrid:Geopolitical Edge,hybrid:Geopolitical Edge,XAU_USD,short,0.453,Weighted score: -0.453,0,Below threshold (0.453 < 0.6),0,2026-03-19 15:28:54
75,strategy,volatility_breakout,AUD_USD,neutral,0.0,"volatility_breakout: {'atr': np.float64(0.002), 'avg_atr': np.float64(0.00168), 'atr_ratio': np.float64(1.193), 'reason': 'No ATR contraction'}",0,,0,2026-03-19 15:25:44
76,strategy,volatility_breakout,XAU_USD,neutral,0.0,"volatility_breakout: {'atr': np.float64(55.04286), 'avg_atr': np.float64(33.18925), 'atr_ratio': np.float64(1.658), 'reason': 'No ATR contraction'}",0,,0,2026-03-19 15:25:44
72,strategy,volatility_breakout,GBP_USD,neutral,0.0,"volatility_breakout: {'atr': np.float64(0.00265), 'avg_atr': np.float64(0.00217), 'atr_ratio': np.float64(1.221), 'reason': 'No ATR contraction'}",0,,0,2026-03-19 15:25:43
73,strategy,volatility_breakout,USD_JPY,neutral,0.0,"volatility_breakout: {'atr': np.float64(0.27675), 'avg_atr': np.float64(0.1954), 'atr_ratio': np.float64(1.416), 'reason': 'No ATR contraction'}",0,,0,2026-03-19 15:25:43
74,strategy,volatility_breakout,USD_CHF,neutral,0.0,"volatility_breakout: {'atr': np.float64(0.00169), 'avg_atr': np.float64(0.00123), 'atr_ratio': np.float64(1.37), 'reason': 'No ATR contraction'}",0,,0,2026-03-19 15:25:43
70,strategy,mean_reversion,XAU_USD,neutral,0.0,"mean_reversion: {'bb_upper': np.float64(4954.25958), 'bb_lower': np.float64(4550.69442), 'bb_mid': np.float64(4752.477), 'rsi': np.float64(17.01), 'pct_b': np.float64(0.143)}",0,,0,2026-03-19 15:25:42
71,strategy,volatility_breakout,EUR_USD,neutral,0.0,"volatility_breakout: {'atr': np.float64(0.00218), 'avg_atr': np.float64(0.00184), 'atr_ratio': np.float64(1.188), 'reason': 'No ATR contraction'}",0,,0,2026-03-19 15:25:42
69,strategy,mean_reversion,AUD_USD,neutral,0.0,"mean_reversion: {'bb_upper': np.float64(0.70585), 'bb_lower': np.float64(0.70183), 'bb_mid': np.float64(0.70384), 'rsi': np.float64(51.5), 'pct_b': np.float64(0.701)}",0,,0,2026-03-19 15:25:41
67,strategy,mean_reversion,USD_JPY,neutral,0.0,"mean_reversion: {'bb_upper': np.float64(160.36768), 'bb_lower': np.float64(158.30652), 'bb_mid': np.float64(159.3371), 'rsi': np.float64(17.66), 'pct_b': np.float64(0.079)}",0,,0,2026-03-19 15:25:40
68,strategy,mean_reversion,USD_CHF,neutral,0.0,"mean_reversion: {'bb_upper': np.float64(0.79488), 'bb_lower': np.float64(0.79049), 'bb_mid': np.float64(0.79269), 'rsi': np.float64(44.81), 'pct_b': np.float64(0.059)}",0,,0,2026-03-19 15:25:40
65,strategy,mean_reversion,EUR_USD,neutral,0.0,"mean_reversion: {'bb_upper': np.float64(1.15166), 'bb_lower': np.float64(1.14356), 'bb_mid': np.float64(1.14761), 'rsi': np.float64(66.5), 'pct_b': np.float64(0.987)}",0,,0,2026-03-19 15:25:39
66,strategy,mean_reversion,GBP_USD,short,0.132,"mean_reversion: {'bb_upper': np.float64(1.33562), 'bb_lower': np.float64(1.32188), 'bb_mid': np.float64(1.32875), 'rsi': np.float64(75.02), 'pct_b': np.float64(1.097)}",0,Below confidence threshold (0.132 < 0.6),0,2026-03-19 15:25:39
64,strategy,breakout,XAU_USD,short,0.932,"breakout: {'asian_high': np.float64(5016.23), 'asian_low': np.float64(4805.15), 'asian_range': np.float64(211.08), 'buffer': 1.0}",1,,0,2026-03-19 15:25:38
62,strategy,breakout,USD_CHF,neutral,0.0,"breakout: {'asian_high': np.float64(0.79349), 'asian_low': np.float64(0.78438), 'asian_range': np.float64(0.00911), 'buffer': 0.001}",0,,0,2026-03-19 15:25:37
63,strategy,breakout,AUD_USD,neutral,0.0,"breakout: {'asian_high': np.float64(0.71195), 'asian_low': np.float64(0.70213), 'asian_range': np.float64(0.00982), 'buffer': 0.001}",0,,0,2026-03-19 15:25:37
60,strategy,breakout,GBP_USD,neutral,0.0,"breakout: {'asian_high': np.float64(1.33724), 'asian_low': np.float64(1.32513), 'asian_range': np.float64(0.01211), 'buffer': 0.001}",0,,0,2026-03-19 15:25:36
61,strategy,breakout,USD_JPY,short,0.155,"breakout: {'asian_high': np.float64(159.852), 'asian_low': np.float64(158.655), 'asian_range': np.float64(1.197), 'buffer': 0.1}",0,Below confidence threshold (0.155 < 0.6),0,2026-03-19 15:25:36
58,strategy,carry,XAU_USD,neutral,0.0,carry: {'reason': 'No rate data for XAU or USD'},0,,0,2026-03-19 15:25:35
59,strategy,breakout,EUR_USD,neutral,0.0,"breakout: {'asian_high': np.float64(1.1547), 'asian_low': np.float64(1.14512), 'asian_range': np.float64(0.00957), 'buffer': 0.001}",0,,0,2026-03-19 15:25:35
57,strategy,carry,AUD_USD,short,0.095,"carry: {'base_rate': 4.35, 'quote_rate': 5.25, 'differential': -0.9, 'vol_penalty': np.float64(0.085)}",0,Below confidence threshold (0.095 < 0.6),0,2026-03-19 15:25:34
56,strategy,carry,USD_CHF,long,0.649,"carry: {'base_rate': 5.25, 'quote_rate': 1.75, 'differential': 3.5, 'vol_penalty': np.float64(0.051)}",1,,0,2026-03-19 15:25:33
54,strategy,carry,GBP_USD,neutral,0.0,"carry: {'base_rate': 5.25, 'quote_rate': 5.25, 'differential': 0.0, 'vol_penalty': np.float64(0.062)}",0,,0,2026-03-19 15:25:32
55,strategy,carry,USD_JPY,long,0.941,"carry: {'base_rate': 5.25, 'quote_rate': 0.1, 'differential': 5.15, 'vol_penalty': np.float64(0.059)}",1,,0,2026-03-19 15:25:32
53,strategy,carry,EUR_USD,short,0.096,"carry: {'base_rate': 4.5, 'quote_rate': 5.25, 'differential': -0.75, 'vol_penalty': np.float64(0.054)}",0,Below confidence threshold (0.096 < 0.6),0,2026-03-19 15:25:31
51,strategy,momentum,AUD_USD,long,0.043,"momentum: {'lookback_return': np.float64(0.00768), 'short_return': np.float64(-0.00074), 'combined_signal': np.float64(0.00431)}",0,Below confidence threshold (0.043 < 0.6),0,2026-03-19 15:25:30
52,strategy,momentum,XAU_USD,short,0.747,"momentum: {'lookback_return': np.float64(-0.08657), 'short_return': np.float64(-0.05678), 'combined_signal': np.float64(-0.07465)}",1,,0,2026-03-19 15:25:30
49,strategy,momentum,USD_JPY,short,0.043,"momentum: {'lookback_return': np.float64(-0.00153), 'short_return': np.float64(-0.00837), 'combined_signal': np.float64(-0.00426)}",0,Below confidence threshold (0.043 < 0.6),0,2026-03-19 15:25:29
50,strategy,momentum,USD_CHF,long,0.072,"momentum: {'lookback_return': np.float64(0.01328), 'short_return': np.float64(-0.00186), 'combined_signal': np.float64(0.00722)}",0,Below confidence threshold (0.072 < 0.6),0,2026-03-19 15:25:29
47,strategy,momentum,EUR_USD,neutral,0.0,"momentum: {'lookback_return': np.float64(-0.00167), 'short_return': np.float64(0.00332), 'combined_signal': np.float64(0.00033)}",0,,0,2026-03-19 15:25:28
48,strategy,momentum,GBP_USD,long,0.047,"momentum: {'lookback_return': np.float64(0.0038), 'short_return': np.float64(0.00602), 'combined_signal': np.float64(0.00469)}",0,Below confidence threshold (0.047 < 0.6),0,2026-03-19 15:25:28
46,news,mistral/mistral-small,EUR_USD,short,0.75,"Hotter-than-expected U.S. inflation delays Fed rate cuts, strengthening the USD and pressuring EUR/USD despite its recent bullish trend.",0,,1,2026-03-19 15:23:35
45,news,groq/llama-3.3-70b,EUR_USD,short,0.7,"The expectation of a delayed Fed rate cut, as indicated by the hot inflation report, may strengthen the US dollar, putting downward pressure on EUR_USD. This is because higher interest rates in the US can attract more foreign investment, increasing demand for the dollar.",1,,0,2026-03-19 15:23:34
44,news,mistral/mistral-small,BCO_USD,short,0.85,"Geopolitical tensions from the Iran war are driving oil price spikes and inflation fears, while central banks (Fed, BoE) signal caution, reinforcing a bearish outlook for BCO_USD in the near term.",0,,1,2026-03-19 15:23:32
43,news,groq/llama-3.3-70b,BCO_USD,short,0.7,"The recent news headlines suggest a potential increase in inflation and a global energy crisis due to the Iran war, which may lead to a decrease in the value of BCO_USD, and the current bearish trend supports this outlook. The Fed's decision to hold interest rates steady also implies a cautious stance, which may further weaken the BCO_USD.",1,,0,2026-03-19 15:23:31
42,news,mistral/mistral-small,XAU_USD,short,0.85,"Geopolitical tensions from the Iran war are driving risk-off sentiment and inflation fears, which typically strengthen the USD and weigh on gold. The bearish trend and rate-hold stance by the Fed further support a short-term downside bias.",0,,1,2026-03-19 15:23:29
41,news,groq/llama-3.3-70b,XAU_USD,long,0.7,"The recent news headlines suggest a potential increase in inflation and uncertainty due to the Iran war, which could lead to a flight to safe-haven assets like gold, thus driving up the price of XAU_USD. The current bearish trend may be reversed as risk sentiment shifts and investors seek refuge in gold.",1,,0,2026-03-19 15:23:28
40,news,mistral/mistral-small,GBP_USD,long,0.75,"The BoE's warning of inflationary pressure from geopolitical risks (Iran war shock) may strengthen hawkish expectations, supporting GBP. The pair's recent bullish trend aligns with this narrative.",0,,1,2026-03-19 15:23:26
39,news,groq/llama-3.3-70b,GBP_USD,short,0.6,"The potential for increased inflation due to a war with Iran may lead the Bank of England to raise interest rates, but in the short term, the uncertainty and risk associated with such a geopolitical event could weaken the pound, and the current bullish trend may reverse as risk sentiment shifts to safe-haven assets like the US dollar.",1,,0,2026-03-19 15:23:24
